CEP;LAT;LOG
74303140;-16,70454;-49,30467
74303160;-16,69746;-49,30479
74303170;-16,69851;-49,30813
74303180;-16,69929;-49,30328
74303190;-16,70020;-49,30384
74303200;-16,70155;-49,30475
74303210;-16,70223;-49,30533
74303220;-16,70298;-49,30559
74303230;-16,70371;-49,30560
74303240;-16,70428;-49,30560
74303250;-16,70014;-49,30802
74303260;-16,70135;-49,30550
74303270;-16,70281;-49,30531
74303280;-16,69706;-49,30827
74303285;-16,69657;-49,29998
74303290;-16,70023;-49,30549
74303310;-16,70403;-49,30494
74303330;-16,70184;-49,30793
74303340;-16,70366;-49,30785
74303350;-16,70510;-49,30777
74303360;-16,70531;-49,30609
74303365;-16,70478;-49,30447
74303370;-16,70673;-49,30764
74303380;-16,70741;-49,30696
74303400;-16,70416;-49,30491
74303410;-16,70616;-49,30508
74303420;-16,70700;-49,30608
74305010;-16,69744;-49,30686
74305030;-16,69420;-49,30418
74305060;-16,69456;-49,29980
74305080;-16,70173;-49,29569
74305085;-16,69980;-49,29548
74305100;-16,69756;-49,30428
74305110;-16,70184;-49,29820
74305120;-16,69072;-49,29843
74305130;-16,69302;-49,30445
74305160;-16,69803;-49,30193
74305170;-16,69900;-49,30033
74305180;-16,69590;-49,30252
74305200;-16,69036;-49,29500
74305210;-16,69191;-49,30198
74305220;-16,69107;-49,29483
74305230;-16,69401;-49,29658
74305240;-16,69418;-49,29914
74305250;-16,69488;-49,29895
74305260;-16,69594;-49,29561
74305270;-16,69668;-49,29475
74305280;-16,70023;-49,29753
74305290;-16,70150;-49,30144
74305300;-16,69046;-49,29409
74305310;-16,68969;-49,29467
74305320;-16,69477;-49,29549
74305330;-16,69475;-49,29623
74305340;-16,69963;-49,30122
74305350;-16,69512;-49,29890
74305360;-16,69370;-49,29965
74305370;-16,69535;-49,29865
74305380;-16,69552;-49,30023
74305390;-16,69568;-49,30112
74305400;-16,69581;-49,30185
74305410;-16,69839;-49,29531
74305420;-16,70106;-49,29625
74305430;-16,70095;-49,29793
74305440;-16,69487;-49,29708
74305450;-16,70131;-49,29876
74305460;-16,70076;-49,29979
74305470;-16,70113;-49,30032
74305480;-16,70099;-49,30109
74305490;-16,70049;-49,30191
74305500;-16,69311;-49,30346
74305510;-16,69196;-49,30652
74305520;-16,69130;-49,30202
74305530;-16,69840;-49,29862
74305540;-16,69494;-49,30152
74310010;-16,70531;-49,30138
74310020;-16,70692;-49,30083
74310030;-16,70642;-49,30010
74310050;-16,70600;-49,29846
74310060;-16,70497;-49,29869
74310070;-16,70564;-49,29614
74310080;-16,70621;-49,29906
74310090;-16,70562;-49,29749
74310100;-16,70530;-49,29670
74310110;-16,70583;-49,30082
74310120;-16,70464;-49,29651
74310130;-16,70391;-49,29633
74310140;-16,70431;-49,30036
74310150;-16,70335;-49,29962
74310160;-16,70289;-49,30168
74310170;-16,70222;-49,29836
74310180;-16,70197;-49,29847
74310190;-16,70284;-49,29836
74310200;-16,70384;-49,29988
74310210;-16,70374;-49,30066
74310220;-16,70780;-49,29776
74310240;-16,70219;-49,29855
74310260;-16,70184;-49,29943
74310270;-16,70122;-49,30112
74310280;-16,70341;-49,30096
74310285;-16,70186;-49,30140
74310290;-16,70712;-49,29804
74310295;-16,70678;-49,29758
74310296;-16,70615;-49,29662
74310300;-16,70636;-49,29787
74310310;-16,70877;-49,29941
74310315;-16,71039;-49,29838
74310320;-16,71065;-49,29899
74310350;-16,70907;-49,30076
74310360;-16,71044;-49,29890
74310370;-16,70826;-49,29889
74310375;-16,70792;-49,29794
74310380;-16,71054;-49,29947
74310390;-16,71078;-49,30001
74310395;-16,71080;-49,30072
74310400;-16,70892;-49,29997
74310410;-16,70901;-49,29892
74313020;-16,71074;-49,30683
74313040;-16,71232;-49,30806
74313050;-16,70966;-49,30767
74313060;-16,70830;-49,30523
74313070;-16,70833;-49,30570
74313080;-16,71199;-49,30806
74313100;-16,71002;-49,30766
74313110;-16,71040;-49,30763
74313115;-16,70630;-49,30372
74313120;-16,71078;-49,30761
74313130;-16,71117;-49,30769
74313140;-16,71154;-49,30767
74313150;-16,71193;-49,30764
74313170;-16,71164;-49,30668
74313180;-16,71175;-49,30629
74313190;-16,71164;-49,30590
74313200;-16,71185;-49,30682
74313210;-16,71129;-49,30533
74313220;-16,71119;-49,30454
74313230;-16,71087;-49,30552
74313240;-16,71136;-49,30536
74313250;-16,71141;-49,30480
74313260;-16,71153;-49,30443
74313270;-16,71192;-49,30727
74313280;-16,71105;-49,30334
74313290;-16,71111;-49,30295
74313300;-16,71094;-49,30256
74313320;-16,71042;-49,30682
74313330;-16,71019;-49,30649
74313340;-16,71130;-49,30700
74313350;-16,70995;-49,30655
74313360;-16,70943;-49,30756
74313370;-16,70895;-49,30700
74313375;-16,70904;-49,30683
74313380;-16,70955;-49,30702
74313390;-16,70862;-49,30535
74313400;-16,70893;-49,30620
74313410;-16,71029;-49,30589
74313420;-16,70971;-49,30578
74313430;-16,70933;-49,30558
74313450;-16,70982;-49,30392
74313460;-16,70798;-49,30423
74313470;-16,70739;-49,30401
74313480;-16,70782;-49,30378
74313490;-16,70845;-49,30389
74313500;-16,70897;-49,30349
74313510;-16,70937;-49,30344
74313520;-16,70980;-49,30331
74313530;-16,70885;-49,30319
74313540;-16,70980;-49,30295
74313550;-16,71121;-49,30217
74313560;-16,71110;-49,30149
74313570;-16,71064;-49,30168
74313590;-16,71004;-49,30192
74313600;-16,70962;-49,30209
74313610;-16,70897;-49,30195
74313620;-16,70891;-49,30134
74313640;-16,70852;-49,30230
74313650;-16,70799;-49,30244
74313660;-16,70757;-49,30263
74313670;-16,70698;-49,30275
74313680;-16,70574;-49,30255
74313690;-16,70593;-49,30385
74313700;-16,70502;-49,30370
74313710;-16,70525;-49,30423
74313720;-16,70445;-49,30310
74313730;-16,70411;-49,30313
74313740;-16,71098;-49,30257
74313750;-16,70818;-49,30554
74313760;-16,70886;-49,30769
74315020;-16,69733;-49,31336
74315030;-16,70279;-49,31479
74315040;-16,70267;-49,31202
74315130;-16,70270;-49,31377
74315140;-16,70049;-49,31456
74315150;-16,70202;-49,31475
74315170;-16,70215;-49,30899
74315190;-16,69912;-49,31475
74315200;-16,70250;-49,30957
74315210;-16,70100;-49,31113
74315220;-16,70258;-49,31108
74315240;-16,70270;-49,31458
74315250;-16,69829;-49,31461
74315270;-16,70254;-49,30891
74315280;-16,70223;-49,31294
74315290;-16,70026;-49,31045
74315310;-16,69985;-49,31478
74315315;-16,70269;-49,31309
74315320;-16,70118;-49,31474
74315330;-16,70228;-49,31380
74315340;-16,70252;-49,31033
74315350;-16,70894;-49,30903
74315355;-16,70898;-49,31006
74315360;-16,70684;-49,31018
74315370;-16,70348;-49,30867
74315380;-16,70891;-49,30920
74315390;-16,70884;-49,31045
74315400;-16,70518;-49,31018
74315420;-16,70366;-49,30829
74315430;-16,70383;-49,30881
74315440;-16,70422;-49,30799
74315450;-16,70475;-49,30860
74315460;-16,70454;-49,30828
74315470;-16,70565;-49,30793
74315480;-16,70620;-49,30790
74315490;-16,70642;-49,30837
74315500;-16,70846;-49,31046
74315510;-16,70723;-49,30850
74315520;-16,70772;-49,30859
74315530;-16,70821;-49,30858
74315540;-16,70843;-49,30843
74315550;-16,70879;-49,30957
74315590;-16,70800;-49,31007
74315595;-16,70844;-49,31072
74315605;-16,70821;-49,31070
74315610;-16,70874;-49,30963
74315620;-16,70883;-49,31002
74320010;-16,69708;-49,31450
74320020;-16,69608;-49,31471
74320030;-16,69679;-49,31366
74320040;-16,69714;-49,31482
74320070;-16,69611;-49,30909
74320080;-16,69634;-49,30987
74320090;-16,69620;-49,31052
74320110;-16,69331;-49,31108
74320120;-16,69641;-49,31173
74320180;-16,69400;-49,31104
74320185;-16,69417;-49,31462
74320190;-16,69589;-49,31275
74320195;-16,69431;-49,31463
74320200;-16,69662;-49,31285
74320210;-16,69682;-49,31389
74320220;-16,69686;-49,31410
74320230;-16,69704;-49,31465
74320250;-16,69460;-49,31456
74320260;-16,69528;-49,31461
74320270;-16,69676;-49,31479
74320280;-16,69710;-49,31461
74320290;-16,69566;-49,31462
74320300;-16,69637;-49,31184
74320360;-16,69400;-49,31446
74320380;-16,69383;-49,31230
74320385;-16,69311;-49,31450
74320386;-16,69418;-49,31396
74320390;-16,69712;-49,31472
74320391;-16,69672;-49,31345
74320643;-16,72169;-49,35206
74323010;-16,69383;-49,31922
74323020;-16,69798;-49,32113
74323025;-16,69785;-49,31853
74323040;-16,69500;-49,31943
74323045;-16,69176;-49,31946
74323046;-16,69155;-49,32042
74323048;-16,69143;-49,31946
74323050;-16,69786;-49,31855
74323055;-16,69109;-49,31975
74323065;-16,69418;-49,31944
74323075;-16,68936;-49,32074
74323080;-16,69597;-49,31883
74323083;-16,69718;-49,31881
74323085;-16,69326;-49,32021
74323091;-16,69203;-49,32017
74323092;-16,69198;-49,31993
74323093;-16,69233;-49,32067
74323095;-16,68912;-49,32071
74323100;-16,70667;-49,31535
74323110;-16,69552;-49,31884
74323120;-16,69616;-49,31672
74323133;-16,69563;-49,31907
74323139;-16,69352;-49,31862
74323140;-16,69449;-49,31830
74323150;-16,69323;-49,31721
74323170;-16,69555;-49,31726
74323180;-16,69859;-49,31787
74323190;-16,69844;-49,31804
74323200;-16,69600;-49,31711
74323210;-16,70101;-49,31795
74323220;-16,70241;-49,31821
74323230;-16,69479;-49,31535
74323240;-16,70419;-49,31792
74323250;-16,70378;-49,31674
74323260;-16,69520;-49,31782
74323270;-16,70478;-49,31606
74323280;-16,70196;-49,31874
74323290;-16,69715;-49,31806
74323300;-16,69990;-49,31784
74323320;-16,70353;-49,31684
74323330;-16,70601;-49,31550
74323340;-16,70427;-49,31556
74325010;-16,71268;-49,31705
74325020;-16,71092;-49,31691
74325030;-16,71001;-49,31752
74325040;-16,70811;-49,31777
74325050;-16,70765;-49,31761
74325060;-16,70613;-49,31708
74325070;-16,70486;-49,31613
74325090;-16,70513;-49,31405
74325100;-16,71473;-49,31520
74325110;-16,73101;-49,31164
74325120;-16,70880;-49,31252
74325125;-16,72357;-49,30464
74325130;-16,70907;-49,31334
74325140;-16,70895;-49,31445
74325150;-16,72794;-49,30548
74325160;-16,70749;-49,31804
74325170;-16,70673;-49,31382
74325180;-16,71115;-49,31736
74325200;-16,71153;-49,31598
74325210;-16,70875;-49,31378
74325220;-16,73063;-49,30856
74325230;-16,71196;-49,31705
74325250;-16,70681;-49,31593
74325252;-16,70503;-49,31691
74330010;-16,72281;-49,31836
74330020;-16,71305;-49,31612
74330030;-16,70364;-49,31474
74330035;-16,70479;-49,31003
74330038;-16,70609;-49,30931
74330040;-16,71328;-49,31593
74330045;-16,70478;-49,31078
74330050;-16,71323;-49,31552
74330060;-16,71527;-49,31429
74330070;-16,71697;-49,31429
74330080;-16,71598;-49,31359
74330085;-16,70491;-49,31073
74330090;-16,71562;-49,31243
74330110;-16,71678;-49,31179
74330120;-16,71650;-49,31026
74330130;-16,71976;-49,30961
74330140;-16,71081;-49,30982
74330150;-16,71210;-49,30891
74330155;-16,71023;-49,30854
74330160;-16,71227;-49,31134
74330170;-16,71519;-49,30857
74330180;-16,71527;-49,30970
74330190;-16,71702;-49,31328
74330200;-16,71781;-49,31271
74330210;-16,71726;-49,31202
74330220;-16,71770;-49,31120
74330230;-16,71239;-49,31370
74330235;-16,71289;-49,31622
74330240;-16,71861;-49,31177
74330250;-16,71855;-49,31166
74330260;-16,71887;-49,31012
74330270;-16,71953;-49,31016
74330280;-16,71835;-49,30971
74330290;-16,72214;-49,30986
74330300;-16,72112;-49,30908
74330310;-16,71929;-49,30842
74330320;-16,72093;-49,30960
74330330;-16,72158;-49,30794
74330340;-16,72253;-49,30763
74330350;-16,72209;-49,30796
74330360;-16,72174;-49,30656
74330370;-16,72251;-49,30698
74330380;-16,72263;-49,30772
74330480;-16,72699;-49,30618
74330490;-16,72761;-49,30963
74330500;-16,72816;-49,30883
74330510;-16,72870;-49,30869
74330520;-16,73074;-49,30943
74330540;-16,73020;-49,30966
74330550;-16,73287;-49,30870
74330560;-16,73380;-49,30835
74330570;-16,73416;-49,30802
74330580;-16,73433;-49,30873
74330590;-16,73106;-49,30882
74330600;-16,73268;-49,30818
74330660;-16,70976;-49,31734
74330670;-16,71913;-49,30817
74330680;-16,71827;-49,31103
74330700;-16,72710;-49,30636
74330710;-16,70401;-49,31406
74333010;-16,71244;-49,30753
74333015;-16,71577;-49,30480
74333020;-16,71616;-49,30630
74333030;-16,71475;-49,30756
74333040;-16,71646;-49,30135
74333050;-16,71386;-49,29702
74333060;-16,71283;-49,30073
74333080;-16,71669;-49,30231
74333090;-16,71356;-49,30244
74333100;-16,71893;-49,30585
74333110;-16,71382;-49,30136
74333120;-16,71723;-49,30297
74333130;-16,71369;-49,29683
74333140;-16,71694;-49,30229
74333150;-16,71306;-49,29946
74333160;-16,71419;-49,30218
74333170;-16,71402;-49,30336
74333180;-16,71571;-49,29975
74333190;-16,71628;-49,30164
74333200;-16,71583;-49,29987
74333210;-16,71554;-49,30198
74333215;-16,71970;-49,30575
74333220;-16,71305;-49,30331
74333230;-16,71872;-49,30721
74333235;-16,71381;-49,30733
74333240;-16,71829;-49,30650
74333250;-16,71865;-49,30763
74333260;-16,71791;-49,30563
74333270;-16,71436;-49,29931
74333280;-16,71781;-49,30482
74333290;-16,71413;-49,30372
74335010;-16,72270;-49,30247
74335040;-16,72385;-49,30435
74335045;-16,72385;-49,30459
74335050;-16,72042;-49,30335
74335060;-16,72142;-49,30140
74335080;-16,72321;-49,30290
74335085;-16,72202;-49,30348
74335090;-16,71942;-49,29691
74335100;-16,72318;-49,30447
74335102;-16,72134;-49,30298
74335104;-16,72046;-49,29937
74335110;-16,72057;-49,29840
74335130;-16,72145;-49,30247
74335160;-16,72140;-49,30188
74335165;-16,72170;-49,30276
74335180;-16,71710;-49,29685
74335190;-16,71779;-49,29976
74335200;-16,71776;-49,29845
74335210;-16,72012;-49,30568
74335220;-16,71774;-49,30000
74335230;-16,71698;-49,29967
74335240;-16,71930;-49,30219
74335250;-16,71819;-49,29927
74335255;-16,72057;-49,30531
74335260;-16,71992;-49,30437
74335270;-16,71990;-49,30357
74340010;-16,72455;-49,29765
74340015;-16,72806;-49,30485
74340020;-16,72668;-49,29996
74340025;-16,72827;-49,30399
74340030;-16,72694;-49,30222
74340033;-16,72419;-49,30440
74340040;-16,72770;-49,30459
74340050;-16,72536;-49,30295
74340055;-16,72858;-49,30482
74340060;-16,72724;-49,30493
74340065;-16,72788;-49,30420
74340070;-16,72452;-49,30148
74340080;-16,72665;-49,30497
74340090;-16,72417;-49,30079
74340110;-16,72562;-49,30420
74340120;-16,72292;-49,29724
74340140;-16,72451;-49,30416
74340150;-16,72575;-49,30439
74340170;-16,72517;-49,30394
74340180;-16,72682;-49,29707
74340190;-16,72575;-49,30851
74340200;-16,72746;-49,30803
74340216;-16,72275;-49,30683
74340230;-16,72748;-49,30951
74340245;-16,72729;-49,30716
74340250;-16,72718;-49,31018
74340265;-16,72295;-49,30856
74340270;-16,72436;-49,30905
74340280;-16,72134;-49,31015
74340290;-16,72608;-49,30792
74340300;-16,72648;-49,30807
74340305;-16,72500;-49,30805
74340310;-16,72737;-49,30855
74340315;-16,72358;-49,30940
74340320;-16,72712;-49,31003
74340330;-16,72660;-49,30981
74340335;-16,72249;-49,30975
74340340;-16,72543;-49,30821
74340360;-16,72171;-49,30596
74340370;-16,72251;-49,30493
74340375;-16,72191;-49,30514
74340385;-16,72109;-49,30542
74340390;-16,72281;-49,30484
74340400;-16,72541;-49,30517
74340410;-16,72515;-49,30619
74340420;-16,72434;-49,30607
74340430;-16,72372;-49,30732
74340460;-16,72386;-49,30719
74340470;-16,72333;-49,30707
74340480;-16,72742;-49,30671
74340490;-16,72597;-49,31014
74340530;-16,72679;-49,30808
74340545;-16,72604;-49,30806
74340550;-16,72601;-49,30482
74340560;-16,72676;-49,30630
74340570;-16,72540;-49,30602
74343010;-16,74291;-49,30773
74343020;-16,73473;-49,30671
74343030;-16,73891;-49,30626
74343040;-16,73635;-49,29728
74343050;-16,73903;-49,29838
74343060;-16,73076;-49,30477
74343070;-16,73942;-49,29971
74343080;-16,73647;-49,29915
74343090;-16,73686;-49,30047
74343110;-16,73725;-49,30179
74343120;-16,73763;-49,30312
74343125;-16,73284;-49,29079
74343135;-16,73115;-49,29134
74343140;-16,73802;-49,30445
74343150;-16,73981;-49,30104
74343160;-16,74019;-49,30237
74343170;-16,73840;-49,30578
74343180;-16,72847;-49,30471
74343190;-16,73860;-49,30641
74343200;-16,74058;-49,30599
74343210;-16,74096;-49,30502
74343220;-16,74283;-49,30440
74343230;-16,73661;-49,30663
74343240;-16,73699;-49,29639
74343250;-16,74104;-49,30560
74343260;-16,73640;-49,30582
74343270;-16,73612;-49,30438
74343280;-16,73554;-49,29634
74343290;-16,73541;-49,30305
74343300;-16,74252;-49,30377
74343310;-16,73539;-49,30173
74343320;-16,73355;-49,30614
74343330;-16,73496;-49,30040
74343340;-16,74219;-49,30244
74343350;-16,73458;-49,29907
74343360;-16,73439;-49,30656
74343370;-16,74051;-49,29841
74343380;-16,74262;-49,30343
74343390;-16,73467;-49,29502
74343400;-16,74187;-49,30100
74343410;-16,74137;-49,29967
74343420;-16,74109;-49,29845
74343440;-16,74071;-49,29712
74343450;-16,74028;-49,29565
74343460;-16,73989;-49,29432
74343470;-16,73407;-49,29761
74343480;-16,73364;-49,29625
74343490;-16,73277;-49,30043
74343500;-16,73315;-49,30176
74343510;-16,73035;-49,30464
74343520;-16,73354;-49,30309
74343530;-16,73951;-49,29299
74343540;-16,73381;-49,30442
74343550;-16,73419;-49,30539
74343560;-16,73029;-49,30056
74343570;-16,73075;-49,30189
74343580;-16,73106;-49,30322
74343590;-16,73114;-49,30348
74343600;-16,73175;-49,30539
74343610;-16,73758;-49,29993
74343620;-16,73804;-49,30156
74343630;-16,73826;-49,30228
74343640;-16,73834;-49,30305
74343650;-16,73865;-49,30358
74343660;-16,73884;-49,30425
74343670;-16,73885;-49,30501
74343680;-16,73911;-49,30591
74345010;-16,74625;-49,29179
74345015;-16,74050;-49,28751
74345020;-16,74643;-49,30337
74345030;-16,74657;-49,29246
74345040;-16,74613;-49,30052
74345050;-16,74526;-49,29089
74345060;-16,74634;-49,30409
74345070;-16,74448;-49,30384
74345075;-16,74576;-49,30349
74345080;-16,74604;-49,30250
74345090;-16,74647;-49,30225
74345100;-16,74631;-49,29991
74345110;-16,74757;-49,30092
74345120;-16,74359;-49,29132
74345130;-16,74314;-49,29501
74345140;-16,74310;-49,29698
74345150;-16,74614;-49,29607
74345160;-16,74648;-49,29219
74345170;-16,74338;-49,30151
74345175;-16,74347;-49,30419
74345180;-16,74251;-49,29072
74345200;-16,74533;-49,29877
74345210;-16,74717;-49,30077
74345220;-16,74641;-49,29388
74345230;-16,74405;-49,30127
74345250;-16,74640;-49,29043
74345260;-16,74629;-49,30205
74345270;-16,74358;-49,29187
74345280;-16,74131;-49,29349
74345290;-16,74397;-49,29379
74345300;-16,74445;-49,28478
74345310;-16,74450;-49,29189
74345320;-16,74427;-49,28619
74345350;-16,74487;-49,30174
74350010;-16,74968;-49,31123
74350020;-16,75025;-49,32390
74350030;-16,74681;-49,32355
74350040;-16,74705;-49,30662
74350060;-16,74450;-49,31162
74350080;-16,73705;-49,32325
74350090;-16,73848;-49,32569
74350100;-16,73940;-49,32524
74350110;-16,74077;-49,32512
74350115;-16,74846;-49,32599
74350120;-16,73965;-49,32335
74350130;-16,73899;-49,32222
74350140;-16,73652;-49,32362
74350150;-16,73696;-49,31307
74350160;-16,73889;-49,31528
74350170;-16,73934;-49,31652
74350180;-16,73991;-49,31719
74350190;-16,74044;-49,31772
74350200;-16,74091;-49,31562
74350210;-16,74138;-49,31364
74350220;-16,74121;-49,31303
74350230;-16,74737;-49,31429
74350240;-16,74406;-49,31258
74350250;-16,74375;-49,31766
74350260;-16,74440;-49,31485
74350270;-16,74759;-49,31604
74350280;-16,74533;-49,31341
74350290;-16,74978;-49,31433
74350300;-16,74346;-49,32401
74350310;-16,74251;-49,32237
74350320;-16,74692;-49,32211
74350330;-16,74553;-49,32378
74350340;-16,74588;-49,32346
74350350;-16,74607;-49,32178
74350360;-16,74400;-49,32118
74350370;-16,74529;-49,32059
74350380;-16,74707;-49,32011
74350390;-16,74824;-49,32324
74350400;-16,74958;-49,32121
74350410;-16,74702;-49,31714
74350420;-16,74931;-49,31868
74350430;-16,74730;-49,31561
74350440;-16,75009;-49,31671
74350450;-16,75021;-49,31480
74350460;-16,74764;-49,31273
74350470;-16,74786;-49,31241
74350480;-16,75027;-49,31329
74350490;-16,74998;-49,31193
74350500;-16,73605;-49,30958
74350510;-16,73779;-49,31078
74350520;-16,73928;-49,31096
74350540;-16,74085;-49,31033
74350550;-16,74359;-49,30888
74350570;-16,74144;-49,30937
74350575;-16,74241;-49,30799
74350580;-16,74712;-49,31014
74350590;-16,74903;-49,30989
74350600;-16,74871;-49,30898
74350610;-16,74646;-49,30815
74350620;-16,74723;-49,30642
74350630;-16,74588;-49,30585
74350640;-16,74685;-49,30509
74350650;-16,74222;-49,30940
74350660;-16,74089;-49,31166
74350680;-16,73720;-49,31402
74350690;-16,73608;-49,32383
74350700;-16,74073;-49,31802
74350710;-16,74651;-49,31358
74350720;-16,74765;-49,31093
74350730;-16,74978;-49,31978
74350740;-16,75004;-49,31810
74350750;-16,74503;-49,32579
74350760;-16,74929;-49,32291
74350770;-16,74852;-49,32343
74350775;-16,73674;-49,32557
74350780;-16,74016;-49,32539
74350785;-16,75039;-49,32275
